"station_id","station_name","date","year","month","highest","mhhw","mhw","msl","mtl","mlw","mllw","dtl","gt","mn","dhq","dlq","hwi","lwi","lowest","inferred"
8726724,"Clearwater Beach",2013-03-01,2013,3,1.706,1.359,1.258,0.972,0.957,0.656,0.556,0.958,0.803,0.602,0.101,0.1,NA,NA,0.297,0
8726724,"Clearwater Beach",2013-04-01,2013,4,1.679,1.384,1.28,0.997,0.986,0.692,0.538,0.961,0.846,0.588,0.104,0.154,4.37,10.45,0.268,0
8726724,"Clearwater Beach",2013-05-01,2013,5,1.59,1.392,1.288,1.019,1.016,0.744,0.56,0.976,0.832,0.544,0.104,0.184,4.33,10.49,0.243,0
8726724,"Clearwater Beach",2013-06-01,2013,6,1.949,1.462,1.342,1.068,1.065,0.787,0.63,1.046,0.832,0.555,0.12,0.157,4.46,10.54,0.343,0
8726724,"Clearwater Beach",2013-07-01,2013,7,1.699,1.505,1.391,1.134,1.125,0.86,0.727,1.116,0.778,0.531,0.114,0.133,NA,NA,0.427,0
8726724,"Clearwater Beach",2013-08-01,2013,8,1.721,1.507,1.398,1.132,1.122,0.846,0.72,1.113,0.787,0.552,0.109,0.126,4.33,10.47,0.445,0
8726724,"Clearwater Beach",2013-09-01,2013,9,1.742,1.542,1.459,1.18,1.176,0.893,0.78,1.161,0.762,0.566,0.083,0.113,4.46,10.44,0.665,0
8726724,"Clearwater Beach",2013-10-01,2013,10,1.725,1.511,1.447,1.176,1.171,0.895,0.775,1.143,0.736,0.552,0.064,0.12,4.41,10.47,0.562,0
8726724,"Clearwater Beach",2013-12-01,2013,12,1.8,1.415,1.293,1.024,1.021,0.749,0.552,0.984,0.863,0.544,0.122,0.197,4.28,10.35,0.259,0
8726724,"Clearwater Beach",2014-01-01,2014,1,1.739,1.366,1.223,0.936,0.929,0.636,0.463,0.914,0.903,0.587,0.143,0.173,4.37,10.42,0.114,0
8726724,"Clearwater Beach",2014-02-01,2014,2,1.606,1.375,1.275,0.991,0.983,0.691,0.566,0.971,0.809,0.584,0.1,0.125,NA,NA,0.382,0
8726724,"Clearwater Beach",2014-03-01,2014,3,1.653,1.372,1.303,0.996,0.988,0.672,0.561,0.967,0.811,0.631,0.069,0.111,NA,NA,0.261,0
8726724,"Clearwater Beach",2014-04-01,2014,4,1.698,1.429,1.345,1.056,1.05,0.755,0.615,1.022,0.814,0.59,0.084,0.14,4.42,10.51,0.435,0
8726724,"Clearwater Beach",2014-05-01,2014,5,1.815,1.46,1.357,1.08,1.081,0.806,0.631,1.046,0.829,0.551,0.103,0.175,4.52,10.53,0.163,0
8726724,"Clearwater Beach",2014-08-01,2014,8,1.748,1.52,1.411,1.136,1.127,0.843,0.727,1.123,0.793,0.568,0.109,0.116,4.4,10.45,0.457,0
8726724,"Clearwater Beach",2014-09-01,2014,9,1.807,1.546,1.465,1.185,1.179,0.894,0.789,1.167,0.757,0.571,0.081,0.105,NA,NA,0.606,0
8726724,"Clearwater Beach",2014-10-01,2014,10,1.668,1.507,1.434,1.168,1.163,0.891,0.753,1.13,0.754,0.543,0.073,0.138,4.28,10.34,0.527,0
8726724,"Clearwater Beach",2014-11-01,2014,11,1.829,1.445,1.345,1.081,1.075,0.804,0.641,1.043,0.804,0.541,0.1,0.163,4.2,10.37,0.432,0
8726724,"Clearwater Beach",2014-12-01,2014,12,1.919,1.48,1.379,1.11,1.103,0.826,0.65,1.065,0.83,0.553,0.101,0.176,4.38,10.5,0.429,0
8726724,"Clearwater Beach",2015-01-01,2015,1,1.755,1.388,1.264,0.983,0.978,0.691,0.515,0.952,0.873,0.573,0.124,0.176,4.53,10.44,0.071,0
8726724,"Clearwater Beach",2015-02-01,2015,2,1.859,1.442,1.337,1.052,1.048,0.758,0.624,1.033,0.818,0.579,0.105,0.134,4.33,10.31,0.286,0
8726724,"Clearwater Beach",2015-03-01,2015,3,1.508,1.351,1.265,0.985,0.98,0.694,0.568,0.96,0.783,0.571,0.086,0.126,4.6,10.58,0.322,0
8726724,"Clearwater Beach",2015-05-01,2015,5,1.612,1.458,1.351,1.071,1.065,0.78,0.625,1.042,0.833,0.571,0.107,0.155,4.43,10.5,0.433,0
8726724,"Clearwater Beach",2015-06-01,2015,6,1.65,1.47,1.347,1.078,1.071,0.796,0.628,1.049,0.842,0.551,0.123,0.168,4.33,10.33,0.453,0
8726724,"Clearwater Beach",2015-07-01,2015,7,1.812,1.518,1.4,1.119,1.109,0.819,0.663,1.091,0.855,0.581,0.118,0.156,4.35,10.38,0.387,0
8726724,"Clearwater Beach",2015-08-01,2015,8,1.874,1.58,1.468,1.184,1.175,0.881,0.766,1.173,0.814,0.587,0.112,0.115,4.36,10.44,0.484,0
8726724,"Clearwater Beach",2015-09-01,2015,9,1.827,1.56,1.473,1.199,1.192,0.91,0.818,1.189,0.742,0.563,0.087,0.092,4.21,10.43,0.698,0
8726724,"Clearwater Beach",2015-10-01,2015,10,1.952,1.637,1.564,1.291,1.284,1.005,0.873,1.255,0.764,0.559,0.073,0.132,4.14,10.36,0.648,0
8726724,"Clearwater Beach",2015-11-01,2015,11,1.701,1.528,1.441,1.177,1.169,0.897,0.736,1.132,0.792,0.544,0.087,0.161,4.33,10.47,0.353,0
8726724,"Clearwater Beach",2015-12-01,2015,12,1.759,1.504,1.402,1.143,1.139,0.876,0.703,1.103,0.801,0.526,0.102,0.173,4.15,10.33,0.403,0
8726724,"Clearwater Beach",2016-01-01,2016,1,2.032,1.488,1.353,1.092,1.085,0.817,0.669,1.079,0.819,0.536,0.135,0.148,4.19,10.31,0.24,0
8726724,"Clearwater Beach",2016-02-01,2016,2,1.888,1.389,1.283,1.023,1.01,0.736,0.59,0.99,0.799,0.547,0.106,0.146,4.53,10.46,0.266,0
8726724,"Clearwater Beach",2016-03-01,2016,3,1.603,1.39,1.303,1.026,1.02,0.737,0.616,1.003,0.774,0.566,0.087,0.121,4.45,10.32,0.309,0
8726724,"Clearwater Beach",2016-04-01,2016,4,1.681,1.462,1.376,1.102,1.099,0.822,0.673,1.067,0.789,0.554,0.086,0.149,4.48,10.45,0.293,0
8726724,"Clearwater Beach",2016-05-01,2016,5,1.668,1.486,1.402,1.133,1.129,0.855,0.708,1.097,0.778,0.547,0.084,0.147,4.53,10.48,0.481,0
8726724,"Clearwater Beach",2016-06-01,2016,6,2.108,1.51,1.406,1.13,1.126,0.846,0.696,1.103,0.814,0.56,0.104,0.15,4.33,10.44,0.438,0
8726724,"Clearwater Beach",2016-07-01,2016,7,1.652,1.499,1.386,1.117,1.104,0.822,0.665,1.082,0.834,0.564,0.113,0.157,4.46,10.45,0.385,0
8726724,"Clearwater Beach",2016-08-01,2016,8,1.898,1.573,1.466,1.187,1.175,0.885,0.774,1.173,0.799,0.581,0.107,0.111,4.44,10.51,0.541,0
8726724,"Clearwater Beach",2016-09-01,2016,9,2.251,1.59,1.511,1.237,1.228,0.945,0.842,1.216,0.748,0.566,0.079,0.103,4.4,10.42,0.661,0
8726724,"Clearwater Beach",2016-10-01,2016,10,1.762,1.493,1.444,1.175,1.167,0.889,0.774,1.133,0.719,0.555,0.049,0.115,4.42,10.49,0.635,0
8726724,"Clearwater Beach",2016-11-01,2016,11,1.824,1.522,1.442,1.172,1.169,0.896,0.732,1.127,0.79,0.546,0.08,0.164,4.27,10.41,0.518,0
8726724,"Clearwater Beach",2016-12-01,2016,12,1.702,1.401,1.296,1.038,1.03,0.764,0.584,0.993,0.817,0.532,0.105,0.18,4.19,10.28,0.233,0
8726724,"Clearwater Beach",2017-01-01,2017,1,2.059,1.438,1.314,1.046,1.037,0.76,0.595,1.016,0.843,0.554,0.124,0.165,4.3,10.48,0.052,0
8726724,"Clearwater Beach",2017-02-01,2017,2,1.532,1.327,1.229,0.961,0.95,0.67,0.539,0.933,0.788,0.559,0.098,0.131,4.55,10.37,0.095,0
8726724,"Clearwater Beach",2017-03-01,2017,3,1.617,1.321,1.255,0.96,0.95,0.644,0.529,0.925,0.792,0.611,0.066,0.115,NA,NA,0.355,0
8726724,"Clearwater Beach",2017-04-01,2017,4,1.682,1.446,1.365,1.086,1.077,0.788,0.662,1.054,0.784,0.577,0.081,0.126,NA,NA,0.456,0
8726724,"Clearwater Beach",2017-05-01,2017,5,1.822,1.429,1.348,1.074,1.071,0.793,0.617,1.023,0.812,0.555,0.081,0.176,4.37,10.45,0.256,0
8726724,"Clearwater Beach",2017-06-01,2017,6,1.755,1.497,1.39,1.122,1.117,0.844,0.674,1.085,0.823,0.546,0.107,0.17,4.35,10.36,0.441,0
8726724,"Clearwater Beach",2017-07-01,2017,7,1.69,1.505,1.387,1.121,1.113,0.838,0.69,1.097,0.815,0.549,0.118,0.148,4.27,10.37,0.399,0
8726724,"Clearwater Beach",2017-08-01,2017,8,1.734,1.541,1.438,1.176,1.169,0.899,0.777,1.159,0.764,0.539,0.103,0.122,4.39,10.47,0.512,0
8726724,"Clearwater Beach",2017-09-01,2017,9,1.738,1.56,1.47,1.191,1.182,0.894,0.798,1.179,0.762,0.576,0.09,0.096,NA,NA,-0.092,0
8726724,"Clearwater Beach",2017-10-01,2017,10,2.009,1.569,1.493,1.233,1.228,0.962,0.842,1.206,0.727,0.531,0.076,0.12,NA,NA,0.66,0
8726724,"Clearwater Beach",2017-11-01,2017,11,1.766,1.464,1.386,1.113,1.109,0.831,0.669,1.067,0.795,0.555,0.078,0.162,4.23,10.35,0.433,0
8726724,"Clearwater Beach",2017-12-01,2017,12,1.739,1.437,1.319,1.037,1.034,0.748,0.551,0.994,0.886,0.571,0.118,0.197,4.36,10.38,0.257,0
8726724,"Clearwater Beach",2018-01-01,2018,1,1.627,1.277,1.156,0.88,0.872,0.587,0.397,0.837,0.88,0.569,0.121,0.19,4.4,10.4,-0.149,0
8726724,"Clearwater Beach",2018-02-01,2018,2,1.597,1.357,1.255,0.976,0.967,0.678,0.536,0.947,0.821,0.577,0.102,0.142,NA,NA,0.265,0
8726724,"Clearwater Beach",2018-03-01,2018,3,1.699,1.448,1.37,1.079,1.068,0.766,0.668,1.058,0.78,0.604,0.078,0.098,NA,NA,0.382,0
8726724,"Clearwater Beach",2018-04-01,2018,4,1.775,1.403,1.333,1.045,1.034,0.736,0.599,1.001,0.804,0.597,0.07,0.137,NA,NA,0.352,0
8726724,"Clearwater Beach",2018-05-01,2018,5,1.764,1.466,1.354,1.086,1.083,0.813,0.637,1.052,0.829,0.541,0.112,0.176,4.33,10.38,0.396,0
8726724,"Clearwater Beach",2018-06-01,2018,6,1.615,1.437,1.323,1.049,1.046,0.769,0.585,1.011,0.852,0.554,0.114,0.184,4.32,10.4,0.32,0
8726724,"Clearwater Beach",2018-07-01,2018,7,1.741,1.516,1.4,1.128,1.121,0.842,0.678,1.097,0.838,0.558,0.116,0.164,4.5,10.41,0.328,0
8726724,"Clearwater Beach",2018-08-01,2018,8,1.823,1.549,1.456,1.173,1.166,0.876,0.744,1.147,0.805,0.58,0.093,0.132,4.38,10.41,0.449,0
8726724,"Clearwater Beach",2018-09-01,2018,9,1.829,1.574,1.492,1.211,1.198,0.905,0.794,1.184,0.78,0.587,0.082,0.111,NA,NA,0.62,0
8726724,"Clearwater Beach",2018-10-01,2018,10,2.083,1.551,1.477,1.211,1.202,0.928,0.8,1.175,0.751,0.549,0.074,0.128,NA,NA,0.36,0
8726724,"Clearwater Beach",2018-11-01,2018,11,1.796,1.449,1.379,1.1,1.101,0.822,0.65,1.05,0.799,0.557,0.07,0.172,NA,NA,0.427,0
8726724,"Clearwater Beach",2018-12-01,2018,12,2.007,1.452,1.342,1.086,1.083,0.824,0.651,1.052,0.801,0.518,0.11,0.173,4.53,10.53,0.188,0
8726724,"Clearwater Beach",2019-01-01,2019,1,1.846,1.376,1.269,0.995,0.993,0.717,0.54,0.958,0.836,0.552,0.107,0.177,NA,NA,0.206,0
8726724,"Clearwater Beach",2019-02-01,2019,2,1.663,1.434,1.326,1.035,1.028,0.73,0.571,1.002,0.863,0.596,0.108,0.159,NA,NA,0.282,0
8726724,"Clearwater Beach",2019-03-01,2019,3,1.611,1.429,1.361,1.072,1.068,0.775,0.619,1.024,0.81,0.586,0.068,0.156,NA,NA,0.28,0
8726724,"Clearwater Beach",2019-04-01,2019,4,1.9,1.472,1.397,1.112,1.103,0.809,0.688,1.08,0.784,0.588,0.075,0.121,NA,NA,0.382,0
8726724,"Clearwater Beach",2019-05-01,2019,5,1.827,1.529,1.435,1.15,1.146,0.857,0.691,1.11,0.838,0.578,0.094,0.166,NA,NA,0.493,0
8726724,"Clearwater Beach",2019-06-01,2019,6,1.754,1.566,1.446,1.175,1.172,0.898,0.696,1.131,0.87,0.548,0.12,0.202,4.43,10.45,0.473,0
8726724,"Clearwater Beach",2019-07-01,2019,7,1.775,1.58,1.451,1.178,1.168,0.885,0.687,1.133,0.893,0.566,0.129,0.198,4.43,10.43,0.453,0
8726724,"Clearwater Beach",2019-08-01,2019,8,1.844,1.594,1.472,1.185,1.179,0.886,0.735,1.165,0.859,0.586,0.122,0.151,4.4,10.42,0.427,0
8726724,"Clearwater Beach",2019-09-01,2019,9,1.884,1.566,1.486,1.207,1.197,0.908,0.792,1.179,0.774,0.578,0.08,0.116,NA,NA,0.689,0
8726724,"Clearwater Beach",2019-10-01,2019,10,1.927,1.712,1.634,1.362,1.357,1.079,0.937,1.325,0.775,0.555,0.078,0.142,NA,NA,0.683,0
8726724,"Clearwater Beach",2019-11-01,2019,11,1.936,1.617,1.512,1.23,1.225,0.938,0.768,1.192,0.849,0.574,0.105,0.17,NA,NA,0.397,0
8726724,"Clearwater Beach",2019-12-01,2019,12,1.919,1.48,1.36,1.097,1.088,0.816,0.62,1.05,0.86,0.544,0.12,0.196,NA,NA,0.345,0
8726724,"Clearwater Beach",2020-01-01,2020,1,1.802,1.432,1.311,1.046,1.038,0.765,0.576,1.004,0.856,0.546,0.121,0.189,4.3,10.28,0.126,0
8726724,"Clearwater Beach",2020-02-01,2020,2,1.867,1.392,1.28,1.006,1.001,0.722,0.573,0.983,0.819,0.558,0.112,0.149,NA,NA,0.176,0
8726724,"Clearwater Beach",2020-03-01,2020,3,1.621,1.404,1.321,1.034,1.018,0.716,0.592,0.998,0.812,0.605,0.083,0.124,NA,NA,0.055,0
8726724,"Clearwater Beach",2020-04-01,2020,4,1.83,1.512,1.436,1.149,1.143,0.85,0.702,1.107,0.81,0.586,0.076,0.148,NA,NA,0.458,0
8726724,"Clearwater Beach",2020-05-01,2020,5,1.659,1.476,1.384,1.096,1.097,0.811,0.616,1.046,0.86,0.573,0.092,0.195,4.56,10.55,0.262,0
8726724,"Clearwater Beach",2020-06-01,2020,6,1.931,1.58,1.464,1.177,1.18,0.896,0.712,1.146,0.868,0.568,0.116,0.184,4.48,10.56,0.496,0
8726724,"Clearwater Beach",2020-07-01,2020,7,1.852,1.552,1.428,1.158,1.157,0.886,0.697,1.125,0.855,0.542,0.124,0.189,4.55,10.41,0.498,0
8726724,"Clearwater Beach",2020-08-01,2020,8,1.808,1.598,1.48,1.207,1.203,0.926,0.766,1.182,0.832,0.554,0.118,0.16,4.46,10.42,0.503,0
8726724,"Clearwater Beach",2020-09-01,2020,9,1.839,1.625,1.527,1.271,1.256,0.985,0.881,1.253,0.744,0.542,0.098,0.104,NA,NA,0.666,0
8726724,"Clearwater Beach",2020-10-01,2020,10,1.778,1.628,1.566,1.296,1.284,1.003,0.874,1.251,0.754,0.563,0.062,0.129,NA,NA,0.589,0
8726724,"Clearwater Beach",2020-11-01,2020,11,2.149,1.546,1.447,1.179,1.177,0.907,0.722,1.134,0.824,0.54,0.099,0.185,NA,NA,0.182,0
8726724,"Clearwater Beach",2020-12-01,2020,12,1.762,1.424,1.287,1.022,1.024,0.76,0.548,0.986,0.876,0.527,0.137,0.212,4.46,10.31,0.212,0
8726724,"Clearwater Beach",2021-01-01,2021,1,1.769,1.404,1.269,0.998,0.992,0.715,0.524,0.964,0.88,0.554,0.135,0.191,4.37,10.27,0.147,0
8726724,"Clearwater Beach",2021-02-01,2021,2,1.677,1.423,1.339,1.041,1.046,0.754,0.59,1.006,0.833,0.585,0.084,0.164,NA,NA,0.339,0
8726724,"Clearwater Beach",2021-03-01,2021,3,1.72,1.443,1.374,1.056,1.054,0.733,0.596,1.02,0.847,0.641,0.069,0.137,NA,NA,0.202,0
8726724,"Clearwater Beach",2021-04-01,2021,4,2.013,1.518,1.422,1.108,1.113,0.803,0.624,1.071,0.894,0.619,0.096,0.179,NA,NA,0.221,0
8726724,"Clearwater Beach",2021-05-01,2021,5,1.715,1.464,1.367,1.071,1.062,0.757,0.589,1.026,0.875,0.61,0.097,0.168,NA,NA,0.347,0
8726724,"Clearwater Beach",2021-06-01,2021,6,1.697,1.541,1.418,1.142,1.142,0.866,0.666,1.103,0.875,0.552,0.123,0.2,4.4,10.45,0.303,0
8726724,"Clearwater Beach",2021-07-01,2021,7,1.84,1.522,1.396,1.13,1.121,0.847,0.69,1.106,0.832,0.549,0.126,0.157,NA,NA,0.418,0
8726724,"Clearwater Beach",2021-08-01,2021,8,1.78,1.594,1.492,1.211,1.2,0.908,0.777,1.185,0.817,0.584,0.102,0.131,NA,NA,0.555,0
8726724,"Clearwater Beach",2021-09-01,2021,9,1.704,1.581,1.496,1.213,1.204,0.912,0.781,1.181,0.8,0.584,0.085,0.131,NA,NA,0.608,0
8726724,"Clearwater Beach",2021-10-01,2021,10,1.822,1.64,1.554,1.275,1.264,0.975,0.848,1.244,0.792,0.579,0.086,0.127,NA,NA,0.681,0
8726724,"Clearwater Beach",2021-11-01,2021,11,1.711,1.52,1.429,1.171,1.169,0.908,0.721,1.121,0.799,0.521,0.091,0.187,4.5,10.47,0.46,0
8726724,"Clearwater Beach",2021-12-01,2021,12,1.773,1.516,1.391,1.116,1.115,0.838,0.621,1.069,0.895,0.553,0.125,0.217,4.37,10.44,0.335,0
8726724,"Clearwater Beach",2022-01-01,2022,1,1.917,1.491,1.344,1.079,1.073,0.802,0.596,1.044,0.895,0.542,0.147,0.206,4.4,10.42,0.223,0
8726724,"Clearwater Beach",2022-02-01,2022,2,1.78,1.445,1.332,1.04,1.035,0.738,0.579,1.012,0.866,0.594,0.113,0.159,NA,NA,0.248,0
8726724,"Clearwater Beach",2022-03-01,2022,3,1.755,1.454,1.368,1.052,1.048,0.729,0.587,1.02,0.867,0.639,0.086,0.142,NA,NA,0.024,0
8726724,"Clearwater Beach",2022-04-01,2022,4,1.742,1.489,1.397,1.097,1.095,0.794,0.629,1.059,0.86,0.603,0.092,0.165,NA,NA,0.303,0
8726724,"Clearwater Beach",2022-05-01,2022,5,1.864,1.571,1.459,1.182,1.179,0.9,0.691,1.131,0.88,0.559,0.112,0.209,4.5,10.35,0.437,0
8726724,"Clearwater Beach",2022-06-01,2022,6,1.733,1.578,1.431,1.168,1.165,0.9,0.696,1.137,0.882,0.531,0.147,0.204,4.5,10.28,0.357,0
8726724,"Clearwater Beach",2022-07-01,2022,7,1.75,1.566,1.431,1.162,1.161,0.891,0.702,1.134,0.864,0.54,0.135,0.189,4.36,10.25,0.391,0
8726724,"Clearwater Beach",2022-08-01,2022,8,1.824,1.601,1.489,1.218,1.211,0.933,0.789,1.195,0.812,0.556,0.112,0.144,NA,NA,0.494,0
8726724,"Clearwater Beach",2022-09-01,2022,9,1.934,1.63,1.517,1.223,1.215,0.913,0.775,1.202,0.855,0.604,0.113,0.138,NA,NA,-0.123,0
8726724,"Clearwater Beach",2022-10-01,2022,10,1.82,1.598,1.507,1.224,1.218,0.93,0.781,1.19,0.817,0.577,0.091,0.149,NA,NA,0.612,0
8726724,"Clearwater Beach",2022-11-01,2022,11,1.824,1.553,1.459,1.199,1.192,0.925,0.747,1.15,0.806,0.534,0.094,0.178,NA,NA,0.45,0
8726724,"Clearwater Beach",2022-12-01,2022,12,1.931,1.539,1.41,1.146,1.143,0.876,0.669,1.104,0.87,0.534,0.129,0.207,4.29,10.39,0.18,0
8726724,"Clearwater Beach",2023-01-01,2023,1,1.89,1.463,1.323,1.055,1.054,0.785,0.589,1.026,0.874,0.538,0.14,0.196,NA,NA,0.277,0
8726724,"Clearwater Beach",2023-02-01,2023,2,1.601,1.399,1.302,1.013,1.008,0.715,0.545,0.972,0.854,0.587,0.097,0.17,NA,NA,0.111,0
8726724,"Clearwater Beach",2023-03-01,2023,3,1.816,1.523,1.433,1.142,1.141,0.849,0.701,1.112,0.822,0.584,0.09,0.148,NA,NA,0.411,0
8726724,"Clearwater Beach",2023-04-01,2023,4,1.775,1.533,1.44,1.153,1.139,0.837,0.674,1.103,0.859,0.603,0.093,0.163,NA,NA,0.417,0
8726724,"Clearwater Beach",2023-05-01,2023,5,1.718,1.534,1.422,1.143,1.145,0.868,0.678,1.106,0.856,0.554,0.112,0.19,NA,NA,0.455,0
8726724,"Clearwater Beach",2023-06-01,2023,6,1.934,1.652,1.503,1.222,1.22,0.937,0.734,1.193,0.918,0.566,0.149,0.203,4.41,10.24,0.368,0
8726724,"Clearwater Beach",2023-07-01,2023,7,1.781,1.56,1.42,1.139,1.138,0.856,0.639,1.099,0.921,0.564,0.14,0.217,4.58,10.4,0.411,0
8726724,"Clearwater Beach",2023-08-01,2023,8,2.454,1.634,1.496,1.211,1.192,0.887,0.735,1.185,0.899,0.609,0.138,0.152,NA,NA,0.41,0
8726724,"Clearwater Beach",2023-09-01,2023,9,1.822,1.596,1.494,1.211,1.202,0.91,0.779,1.188,0.817,0.584,0.102,0.131,NA,NA,0.66,0
8726724,"Clearwater Beach",2023-10-01,2023,10,1.899,1.635,1.543,1.266,1.26,0.978,0.82,1.228,0.815,0.565,0.092,0.158,NA,NA,0.522,0
8726724,"Clearwater Beach",2023-11-01,2023,11,1.838,1.589,1.474,1.208,1.208,0.943,0.739,1.164,0.85,0.531,0.115,0.204,4.5,10.32,0.282,0
8726724,"Clearwater Beach",2023-12-01,2023,12,2.339,1.542,1.387,1.117,1.113,0.839,0.618,1.08,0.924,0.548,0.155,0.221,4.39,10.24,0.216,0
8726724,"Clearwater Beach",2024-01-01,2024,1,1.914,1.428,1.307,1.023,1.028,0.75,0.552,0.99,0.876,0.557,0.121,0.198,NA,NA,0.173,0
8726724,"Clearwater Beach",2024-02-01,2024,2,1.842,1.452,1.335,1.044,1.05,0.766,0.594,1.023,0.858,0.569,0.117,0.172,NA,NA,0.295,0
8726724,"Clearwater Beach",2024-03-01,2024,3,1.731,1.469,1.364,1.064,1.054,0.745,0.593,1.031,0.876,0.619,0.105,0.152,NA,NA,0.278,0
8726724,"Clearwater Beach",2024-04-01,2024,4,2.03,1.499,1.407,1.1,1.094,0.781,0.651,1.075,0.848,0.626,0.092,0.13,NA,NA,0.448,0
8726724,"Clearwater Beach",2024-05-01,2024,5,1.814,1.555,1.443,1.165,1.165,0.887,0.698,1.127,0.857,0.556,0.112,0.189,NA,NA,0.462,0
8726724,"Clearwater Beach",2024-06-01,2024,6,1.798,1.582,1.455,1.179,1.181,0.907,0.729,1.155,0.853,0.548,0.127,0.178,NA,NA,0.52,0
8726724,"Clearwater Beach",2024-07-01,2024,7,1.754,1.577,1.429,1.162,1.157,0.886,0.695,1.136,0.882,0.543,0.148,0.191,4.36,10.29,0.442,0
8726724,"Clearwater Beach",2024-08-01,2024,8,2.063,1.608,1.487,1.205,1.204,0.922,0.763,1.185,0.845,0.565,0.121,0.159,NA,NA,0.536,0
8726724,"Clearwater Beach",2024-09-01,2024,9,3.245,1.781,1.663,1.365,1.359,1.056,0.918,1.349,0.863,0.607,0.118,0.138,NA,NA,0.737,0
8726724,"Clearwater Beach",2024-10-01,2024,10,1.752,1.607,1.521,1.238,1.23,0.94,0.789,1.198,0.818,0.581,0.086,0.151,NA,NA,0.382,0
8726724,"Clearwater Beach",2024-11-01,2024,11,1.939,1.609,1.506,1.242,1.237,0.968,0.785,1.197,0.824,0.538,0.103,0.183,NA,NA,0.306,0
8726724,"Clearwater Beach",2024-12-01,2024,12,1.737,1.423,1.281,1.02,1.02,0.758,0.528,0.976,0.895,0.523,0.142,0.23,4.47,10.22,0.07,0
8726724,"Clearwater Beach",2025-01-01,2025,1,1.721,1.352,1.228,0.918,0.917,0.607,0.401,0.876,0.951,0.621,0.124,0.206,NA,NA,0.161,0
8726724,"Clearwater Beach",2025-02-01,2025,2,1.663,1.391,1.283,0.97,0.98,0.677,0.501,0.946,0.89,0.606,0.108,0.176,NA,NA,0.292,0
8726674,"East Bay",2019-10-01,2019,10,1.484,1.193,1.118,0.849,0.841,0.564,0.414,0.803,0.779,0.554,0.075,0.15,NA,NA,0.134,0
8726674,"East Bay",2019-11-01,2019,11,1.413,1.09,0.982,0.724,0.715,0.447,0.264,0.677,0.826,0.535,0.108,0.183,NA,NA,-0.023,0
8726674,"East Bay",2019-12-01,2019,12,1.394,0.97,0.845,0.602,0.596,0.346,0.145,0.557,0.825,0.499,0.125,0.201,NA,NA,-0.159,0
8726674,"East Bay",2020-01-01,2020,1,1.268,0.926,0.83,0.55,0.561,0.292,0.103,0.514,0.823,0.538,0.096,0.189,NA,NA,-0.306,0
8726674,"East Bay",2020-02-01,2020,2,1.478,0.875,0.771,0.517,0.495,0.22,0.09,0.482,0.785,0.551,0.104,0.13,NA,NA,-0.345,0
8726674,"East Bay",2020-03-01,2020,3,1.225,0.908,0.825,0.545,0.538,0.252,0.113,0.51,0.795,0.573,0.083,0.139,NA,NA,-0.425,0
8726674,"East Bay",2020-04-01,2020,4,1.361,1.026,0.947,0.666,0.646,0.346,0.23,0.628,0.796,0.601,0.079,0.116,NA,NA,-0.03,0
8726674,"East Bay",2020-05-01,2020,5,1.22,0.964,0.871,0.601,0.604,0.336,0.142,0.553,0.822,0.535,0.093,0.194,NA,NA,-0.082,0
8726674,"East Bay",2020-06-01,2020,6,1.434,1.087,0.964,0.695,0.688,0.412,0.238,0.662,0.849,0.552,0.123,0.174,NA,NA,0.109,0
8726674,"East Bay",2020-07-01,2020,7,1.289,1.066,0.937,0.684,0.682,0.427,0.237,0.651,0.829,0.51,0.129,0.19,NA,NA,0.088,0
8726674,"East Bay",2020-08-01,2020,8,1.278,1.098,0.984,0.722,0.71,0.436,0.282,0.69,0.816,0.548,0.114,0.154,NA,NA,0.062,0
8726674,"East Bay",2020-09-01,2020,9,1.419,1.123,1.028,0.767,0.753,0.479,0.357,0.74,0.766,0.549,0.095,0.122,NA,NA,0.061,0
8726674,"East Bay",2020-10-01,2020,10,1.239,1.102,1.044,0.781,0.761,0.478,0.349,0.726,0.753,0.566,0.058,0.129,NA,NA,0.063,0
8726674,"East Bay",2020-11-01,2020,11,2.013,1.024,0.934,0.662,0.665,0.396,0.204,0.614,0.82,0.538,0.09,0.192,NA,NA,-0.19,0
8726674,"East Bay",2020-12-01,2020,12,1.312,0.936,0.826,0.542,0.552,0.278,0.059,0.497,0.877,0.548,0.11,0.219,NA,NA,-0.188,0
8726674,"East Bay",2021-01-01,2021,1,1.26,0.921,0.788,0.532,0.524,0.261,0.064,0.492,0.857,0.527,0.133,0.197,NA,NA,-0.231,0
8726674,"East Bay",2021-02-01,2021,2,1.214,0.94,0.862,0.571,0.57,0.277,0.128,0.534,0.812,0.585,0.078,0.149,NA,NA,-0.278,0
8726674,"East Bay",2021-03-01,2021,3,1.27,0.943,0.904,0.57,0.578,0.252,0.132,0.537,0.811,0.652,0.039,0.12,NA,NA,-0.38,0
8726674,"East Bay",2021-04-01,2021,4,1.279,1.01,0.938,0.62,0.636,0.335,0.15,0.58,0.86,0.603,0.072,0.185,NA,NA,-0.31,0
8726674,"East Bay",2021-05-01,2021,5,1.274,0.962,0.861,0.573,0.563,0.265,0.102,0.532,0.86,0.596,0.101,0.163,NA,NA,-0.18,0
